,Port Number,Description
12510,24851-24921,Unassigned
12511,24922,Find Identification of Network Devices
12512,24922,Find Identification of Network Devices
12513,24923-24999,Unassigned
12514,25000,icl-twobase1
12515,25000,icl-twobase1
12516,25001,icl-twobase2
12517,25001,icl-twobase2
12518,25002,icl-twobase3
12519,25002,icl-twobase3
12520,25003,icl-twobase4
12521,25003,icl-twobase4
12522,25004,icl-twobase5
12523,25004,icl-twobase5
12524,25005,icl-twobase6
12525,25005,icl-twobase6
12526,25006,icl-twobase7
12527,25006,icl-twobase7
12528,25007,icl-twobase8
12529,25007,icl-twobase8
12530,25008,icl-twobase9
12531,25008,icl-twobase9
12532,25009,icl-twobase10
12533,25009,icl-twobase10
12534,25010-25470,Unassigned
12535,25471,RNSAP User Adaptation for Iurh
12536,25472-25575,Unassigned
12537,25576,Sauter Dongle
12538,25576,Reserved
12539,25577-25603,Unassigned
12540,25604,Identifier Tracing Protocol
12541,25604,Reserved
12542,25605-25792,Unassigned
12543,25793,Vocaltec Address Server
12544,25793,Vocaltec Address Server
12545,25794-25899,Unassigned
12546,25900,TASP Network Comm
12547,25900,TASP Network Comm
12548,25901,NIObserver
12549,25901,NIObserver
12550,25902,NILinkAnalyst
12551,25902,NILinkAnalyst
12552,25903,NIProbe
12553,25903,NIProbe
12554,25904-25953,Unassigned
12555,25954,Bitfighter game server
12556,25954,Reserved
12557,25955,Bitfighter master server
12558,25955,Reserved
12559,25956-25999,Unassigned
12560,26000,quake
12561,26000,quake
12562,26001-26132,Unassigned
12563,26133,Symbolic Computation Software Composability Protocol
12564,26133,Symbolic Computation Software Composability Protocol
12565,26134-26207,Unassigned
12566,26208,wnn6-ds
12567,26208,wnn6-ds
12568,26209-26256,Unassigned
12569,26257,CockroachDB
12570,26257,Reserved
12571,26258-26259,Unassigned
12572,26260,eZproxy
12573,26260,eZproxy
12574,26261,eZmeeting
12575,26261,eZmeeting
12576,26262,K3 Software-Server
12577,26262,K3 Software-Server
12578,26263,K3 Software-Client
12579,26263,K3 Software-Client
12580,26264,De-registered
12581,26265-26485,Unassigned
12582,26486,EXOline-TCP
12583,26486,EXOline-UDP
12584,26487,EXOconfig
12585,26487,EXOconfig
12586,26488,Unassigned
12587,26489,EXOnet
12588,26489,EXOnet
12589,26490-26999,Unassigned
12590,27000-27009,FLEX LM (1-10)
12591,27010-27344,Unassigned
12592,27345,ImagePump
12593,27345,ImagePump
12594,27346-27441,Unassigned
12595,27442,Job controller service
12596,27442,Job controller service
12597,27443-27503,Unassigned
12598,27504,Kopek HTTP Head Port
12599,27504,Kopek HTTP Head Port
12600,27505-27781,Unassigned
12601,27782,ARS VISTA Application
12602,27782,ARS VISTA Application
12603,27783-27875,Unassigned
12604,27876,Astrolink Protocol
12605,27876,Reserved
12606,27877-27998,Unassigned
12607,27999,TW Authentication/Key Distribution and
12608,27999,Attribute Certificate Services
12609,28000,NX License Manager
12610,28000,NX License Manager
12611,28001,PQ Service
12612,28001,Reserved
12613,28002-28118,Unassigned
12614,28119,Reserved
12615,28119,A27 cdma2000 RAN Management
12616,28120-28199,Unassigned
12617,28200,VoxelStorm game server
12618,28200,VoxelStorm game server
12619,28201-28239,Unassigned
12620,28240,Siemens GSM
12621,28240,Siemens GSM
12622,28241-28588,Unassigned
12623,28589,Building operating system services wide area verified exchange
12624,28589,Reserved
12625,28590-29117,Unassigned
12626,29118,Reserved
12627,29118,Reserved
12628,29118,SGsAP in 3GPP
12629,29119-29166,Unassigned
12630,29167,ObTools Message Protocol
12631,29167,ObTools Message Protocol
12632,29168,Reserved
12633,29168,Reserved
12634,29168,SBcAP in 3GPP
12635,29169,HNBAP and RUA Common Association
12636,29170-29998,Unassigned
12637,29999,data exchange protocol for IEC61850 in wind power plants
12638,29999,Reserved
12639,30000,Secure Network Data Management Protocol
12640,30000,Reserved
12641,30001,Pago Services 1
12642,30001,Pago Services 1
12643,30002,Pago Services 2
12644,30002,Pago Services 2
12645,30003,Amicon FPSU-IP Remote Administration
12646,30003,Amicon FPSU-IP Remote Administration
12647,30004,Amicon FPSU-IP VPN
12648,30004,Reserved
12649,30005-30099,Unassigned
12650,30100,Remote Window Protocol
12651,30100,Reserved
12652,30100,Remote Window Protocol
12653,30101-30259,Unassigned
12654,30260,Kingdoms Online (CraigAvenue)
12655,30260,Kingdoms Online (CraigAvenue)
12656,30261-30831,Unassigned
12657,30832,Samsung Convergence Discovery Protocol
12658,30832,Reserved
12659,30833-30998,Unassigned
12660,30999,OpenView Service Desk Client
12661,30999,OpenView Service Desk Client
12662,31000-31015,Unassigned
12663,31016,Kollective Agent Secure Distributed Delivery Protocol
12664,31016,Kollective Agent Kollective Delivery Protocol
12665,31017-31019,Unassigned
12666,31020,Autotrac ACP 245
12667,31020,Reserved
12668,31021-31028,Unassigned
12669,31029,Reserved
12670,31029,YaWN - Yet Another Windows Notifier
12671,31030-31399,Unassigned
12672,31400,PACE license server
12673,31400,Reserved
12674,31401-31415,Unassigned
12675,31416,XQoS network monitor
12676,31416,XQoS network monitor
12677,31417-31456,Unassigned
12678,31457,TetriNET Protocol
12679,31457,TetriNET Protocol
12680,31458-31619,Unassigned
12681,31620,lm mon
12682,31620,lm mon
12683,31621-31684,Unassigned
12684,31685,"DS Expert Monitor
IANA assigned this well-formed service name as a replacement for ""dsx_monitor""."
12685,31685,DS Expert Monitor
12686,31685,Reserved
12687,31686-31764,Unassigned
12688,31765,GameSmith Port
12689,31765,GameSmith Port
12690,31766-31947,Unassigned
12691,31948,"Embedded Device Configuration Protocol TX
IANA assigned this well-formed service name as a replacement for ""iceedcp_tx""."
12692,31948,Embedded Device Configuration Protocol TX
12693,31948,"Embedded Device Configuration Protocol TX
IANA assigned this well-formed service name as a replacement for ""iceedcp_tx""."
12694,31948,Embedded Device Configuration Protocol TX
12695,31949,"Embedded Device Configuration Protocol RX
IANA assigned this well-formed service name as a replacement for ""iceedcp_rx""."
12696,31949,Embedded Device Configuration Protocol RX
12697,31949,"Embedded Device Configuration Protocol RX
IANA assigned this well-formed service name as a replacement for ""iceedcp_rx""."
12698,31949,Embedded Device Configuration Protocol RX
12699,31950-32033,Unassigned
12700,32034,iRacing helper service
12701,32034,iRacing helper service
12702,32035-32248,Unassigned
12703,32249,T1 Distributed Processor
12704,32249,T1 Distributed Processor
12705,32250-32399,Unassigned
12706,32400,Plex multimedia
12707,32400,Reserved
12708,32401-32482,Unassigned
12709,32483,Access Point Manager Link
12710,32483,Access Point Manager Link
12711,32484-32634,Unassigned
12712,32635,SecureNotebook-CLNT
12713,32635,SecureNotebook-CLNT
12714,32636,DMExpress
12715,32636,DMExpress
12716,32637-32766,Unassigned
12717,32767,FileNet BPM WS-ReliableMessaging Client
12718,32767,FileNet BPM WS-ReliableMessaging Client
12719,32768,Filenet TMS
12720,32768,Filenet TMS
12721,32769,Filenet RPC
12722,32769,Filenet RPC
12723,32770,Filenet NCH
12724,32770,Filenet NCH
12725,32771,FileNET RMI
12726,32771,FileNet RMI
12727,32772,FileNET Process Analyzer
12728,32772,FileNET Process Analyzer
12729,32773,FileNET Component Manager
12730,32773,FileNET Component Manager
12731,32774,FileNET Rules Engine
12732,32774,FileNET Rules Engine
12733,32775,Performance Clearinghouse
12734,32775,Performance Clearinghouse
12735,32776,FileNET BPM IOR
12736,32776,FileNET BPM IOR
12737,32777,FileNet BPM CORBA
12738,32777,FileNet BPM CORBA
12739,32778-32800,Unassigned
12740,32801,Multiple Listing Service Network
12741,32801,Multiple Listing Service Network
12742,32802-32810,Unassigned
12743,32811,Real Estate Transport Protocol
12744,32811,Reserved
12745,32812-32895,Unassigned
12746,32896,Attachmate ID Manager
12747,32896,Attachmate ID Manager
12748,32897-33059,Unassigned
12749,33060,MySQL Database Extended Interface
12750,33060,Reserved
12751,33061-33122,Unassigned
12752,33123,Aurora (Balaena Ltd)
12753,33123,Aurora (Balaena Ltd)
12754,33124-33330,Unassigned
12755,33331,DiamondCentral Interface
12756,33331,DiamondCentral Interface
12757,33332,Unassigned
12758,33333,Digital Gaslight Service
12759,33333,Reserved
12760,33334,SpeedTrace TraceAgent
12761,33334,SpeedTrace TraceAgent Discovery
12762,33335-33433,Unassigned
12763,33434,traceroute use
12764,33434,traceroute use
12765,33435-33655,Unassigned
12766,33656,SNIP Slave
12767,33656,SNIP Slave
12768,33657-34248,Unassigned
12769,34249,TurboNote Relay Server Default Port
12770,34249,TurboNote Relay Server Default Port
12771,34250-34377,Unassigned
12772,34378,P-Net on IP local
12773,34378,P-Net on IP local
12774,34379,P-Net on IP remote
12775,34379,P-Net on IP remote
12776,34380-34566,Unassigned
12777,34567,dhanalakshmi.org EDI Service
12778,34567,dhanalakshmi.org EDI Service
12779,34568-34961,Unassigned
12780,34962,PROFInet RT Unicast
12781,34962,PROFInet RT Unicast
12782,34963,PROFInet RT Multicast
12783,34963,PROFInet RT Multicast
12784,34964,PROFInet Context Manager
12785,34964,PROFInet Context Manager
12786,34965-34979,Unassigned
12787,34980,EtherCAT Port
12788,34980,EhterCAT Port
12789,34981-34999,Unassigned
12790,35000,HeathView
12791,35000,Reserved
12792,35001,ReadyTech Viewer
12793,35001,ReadyTech Viewer
12794,35002,ReadyTech Sound Server
12795,35002,Reserved
12796,35003,ReadyTech DeviceMapper Server
12797,35003,Reserved
12798,35004,ReadyTech ClassManager
12799,35004,ReadyTech ClassManager
12800,35005,ReadyTech LabTracker
12801,35005,Reserved
12802,35006,ReadyTech Helper Service
12803,35006,Reserved
12804,35007-35099,Unassigned
12805,35100,Axiomatic discovery protocol
12806,35100,Axiomatic discovery protocol
12807,35101-35353,Unassigned
12808,35354,KIT Messenger
12809,35354,Reserved
12810,35355,Altova License Management
12811,35355,Altova License Management Discovery
12812,35356,Gutters Note Exchange
12813,35356,Reserved
12814,35357,OpenStack ID Service
12815,35357,Reserved
12816,35358-36000,Unassigned
12817,36001,AllPeers Network
12818,36001,AllPeers Network
12819,36002-36410,Unassigned
12820,36411,Wireless LAN Control plane Protocol (WLCP)
12821,36411,Reserved
12822,36412,Reserved
12823,36412,Reserved
12824,36412,S1-Control Plane (3GPP)
12825,36413-36421,Unassigned
12826,36422,Reserved
12827,36422,Reserved
12828,36422,X2-Control Plane (3GPP)
12829,36423,SLm Interface Application Protocol
12830,36424,Nq and Nq' Application Protocol
12831,36425-36442,Unassigned
12832,36443,M2 Application Part
12833,36444,M3 Application Part
12834,36445-36461,Unassigned
12835,36462,Reserved
12836,36462,Reserved
12837,36462,Xw-Control Plane (3GPP)
12838,36463-36523,Unassigned
12839,36524,Febooti Automation Workshop
12840,36524,Reserved
12841,36525-36601,Unassigned
12842,36602,Observium statistics collection agent
12843,36602,Reserved
12844,36603-36699,Unassigned
12845,36700,MapX communication
12846,36700,Reserved
12847,36701-36864,Unassigned
12848,36865,KastenX Pipe
12849,36865,KastenX Pipe
12850,36866-37474,Unassigned
12851,37475,science + computing's Venus Administration Port
12852,37475,science + computing's Venus Administration Port
12853,37476-37482,Unassigned
12854,37483,Google Drive Sync
12855,37483,Reserved
12856,37484-37600,Unassigned
12857,37601,Epipole File Transfer Protocol
12858,37601,Reserved
12859,37602-37653,Unassigned
12860,37654,Unisys ClearPath ePortal
12861,37654,Unisys ClearPath ePortal
12862,37655-37999,Unassigned
12863,38000,InfoVista Server Database
12864,38000,Reserved
12865,38001,InfoVista Server Insertion
12866,38001,Reserved
12867,38002,Cresco Controller
12868,38002,Cresco Controller Discovery
12869,38003-38200,Unassigned
12870,38201,Galaxy7 Data Tunnel
12871,38201,Galaxy7 Data Tunnel
12872,38202,Fairview Message Service
12873,38202,Fairview Message Service
12874,38203,AppGate Policy Server
12875,38203,AppGate Policy Server
12876,38204-38799,Unassigned
12877,38800,"Sruth is a service for the distribution of routinely-
      generated but arbitrary files based on a publish/subscribe
      distribution model and implemented using a peer-to-peer transport
      mechanism"
12878,38800,Reserved
12879,38801-38864,Unassigned
12880,38865,Security approval process for use of the secRMM SafeCopy program
12881,38865,Reserved
12882,38866-39680,Unassigned
12883,39681,TurboNote Default Port
12884,39681,TurboNote Default Port
12885,39682-39999,Unassigned
12886,40000,SafetyNET p
12887,40000,SafetyNET p
12888,40001-40022,Unassigned
12889,40023,Reserved
12890,40023,K-PatentsSensorInformation
12891,40024-40403,Unassigned
12892,40404,Simplify Printing TX
12893,40404,Reserved
12894,40405-40840,Unassigned
12895,40841,CSCP
12896,40841,CSCP
12897,40842,CSCCREDIR
12898,40842,CSCCREDIR
12899,40843,CSCCFIREWALL
12900,40843,CSCCFIREWALL
12901,40844-40852,Unassigned
12902,40853,Reserved
12903,40853,ORTEC Service Discovery
12904,40854-41110,Unassigned
12905,41111,Foursticks QoS Protocol
12906,41111,Foursticks QoS Protocol
12907,41112-41120,Unassigned
12908,41121,Tentacle Server
12909,41121,Reserved
12910,41122-41229,Unassigned
12911,41230,Z-Wave Protocol over SSL/TLS
12912,41230,Z-Wave Protocol over DTLS
12913,41231-41793,Unassigned
12914,41794,Crestron Control Port
12915,41794,Crestron Control Port
12916,41795,Crestron Terminal Port
12917,41795,Crestron Terminal Port
12918,41796,Crestron Secure Control Port
12919,41796,Reserved
12920,41797,Crestron Secure Terminal Port
12921,41797,Reserved
12922,41798-42507,Unassigned
12923,42508,Computer Associates network discovery protocol
12924,42508,Computer Associates network discovery protocol
12925,42509,CA discovery response
12926,42509,CA discovery response
12927,42510,CA eTrust RPC
12928,42510,CA eTrust RPC
12929,42511-42999,Unassigned
12930,43000,Receiver Remote Control
12931,43000,Receiver Remote Control Discovery
12932,43001-43187,Unassigned
12933,43188,REACHOUT
12934,43188,REACHOUT
12935,43189,NDM-AGENT-PORT
12936,43189,NDM-AGENT-PORT
12937,43190,IP-PROVISION
12938,43190,IP-PROVISION
12939,43191,Reconnoiter Agent Data Transport
12940,43191,Reserved
12941,43192-43209,Unassigned
12942,43210,Shaper Automation Server Management
12943,43210,Shaper Automation Server Management Discovery
12944,43211-43438,Unassigned
12945,43439,EQ3 firmware update
12946,43439,EQ3 discovery and configuration
12947,43440,Cisco EnergyWise Management
12948,43440,Cisco EnergyWise Discovery and Command Flooding
12949,43441,Cisco NetMgmt DB Ports
12950,43441,Cisco NetMgmt DB Ports
12951,43442-44122,Unassigned
12952,44123,Z-Wave Secure Tunnel
12953,44123,Reserved
12954,43124-44320,Unassigned
12955,44321,PCP server (pmcd)
12956,44321,PCP server (pmcd)
12957,44322,PCP server (pmcd) proxy
12958,44322,PCP server (pmcd) proxy
12959,44323,HTTP binding for Performance Co-Pilot client API
12960,44323,Unassigned
12961,44324-44443,Unassigned
12962,44444,Cognex DataMan Management Protocol
12963,44444,Reserved
12964,44445-44543,Unassigned
12965,44544,Reserved
12966,44544,DOMIQ Building Automation
12967,44545-44552,Unassigned
12968,44553,REALbasic Remote Debug
12969,44553,REALbasic Remote Debug
12970,44554-44599,Unassigned
12971,44600,Reserved
12972,44600,AudioScience HPI
12973,44601-44817,Unassigned
12974,44818,"EtherNet/IP messaging
IANA assigned this well-formed service name as a replacement for ""EtherNet/IP-2""."
12975,44818,EtherNet/IP messaging
12976,44818,"EtherNet/IP messaging
IANA assigned this well-formed service name as a replacement for ""EtherNet/IP-2""."
12977,44818,EtherNet/IP messaging
12978,44819-44899,Unassigned
12979,44900,M3DA is used for efficient machine-to-machine communications
12980,44900,M3DA Discovery is used for efficient machine-to-machine communications
12981,44901-44999,Unassigned
12982,45000,NSi AutoStore Status Monitoring Protocol data transfer
12983,45000,NSi AutoStore Status Monitoring Protocol device monitoring
12984,45001,NSi AutoStore Status Monitoring Protocol secure data transfer
12985,45001,Reserved
12986,45002,Redspeed Status Monitor
12987,45002,Reserved
12988,45003-45044,Unassigned
12989,45045,Remote application control protocol
12990,45045,Reserved
12991,45046-45053,Unassigned
12992,45054,InVision AG
12993,45054,InVision AG
12994,45055-45513,Unassigned
12995,45514,ASSIA CloudCheck WiFi Management System
12996,45514,ASSIA CloudCheck WiFi Management keepalive
12997,45515-45677,Unassigned
12998,45678,EBA PRISE
12999,45678,EBA PRISE
13000,45679-45823,Unassigned
13001,45824,Server for the DAI family of client-server products
13002,45824,Reserved
13003,45825,Qpuncture Data Access Service
13004,45825,Qpuncture Data Access Service
13005,45826-45965,Unassigned
13006,45966,SSRServerMgr
13007,45966,SSRServerMgr
13008,45967-46335,Unassigned
13009,46336,Listen port used for Inedo agent communication
13010,46336,Reserved
13011,46337-46997,Unassigned
13012,46998,Connection between a desktop computer or server and a signature tablet to capture handwritten signatures
13013,46998,Reserved
13014,46999,MediaBox Server
13015,46999,MediaBox Server
13016,47000,Message Bus
13017,47000,Message Bus
13018,47001,Windows Remote Management Service
13019,47001,Reserved
13020,47002-47099,Unassigned
13021,47100,Configuration of motors connected to Industrial Ethernet
13022,47100,Reserved
13023,47101-47556,Unassigned
13024,47557,Databeam Corporation
13025,47557,Databeam Corporation
13026,47558-47623,Unassigned
13027,47624,Direct Play Server
13028,47624,Direct Play Server
13029,47625-47805,Unassigned
13030,47806,ALC Protocol
13031,47806,ALC Protocol
13032,47807,Unassigned
13033,47808,Building Automation and Control Networks
13034,47808,Building Automation and Control Networks
13035,47809,PreSonus Universal Control Network Protocol
13036,47809,Reserved
13037,47810-47999,Unassigned
13038,48000,Nimbus Controller
13039,48000,Nimbus Controller
13040,48001,Nimbus Spooler
13041,48001,Nimbus Spooler
13042,48002,Nimbus Hub
13043,48002,Nimbus Hub
13044,48003,Nimbus Gateway
13045,48003,Nimbus Gateway
13046,48004,NimbusDB Connector
13047,48004,Reserved
13048,48005,NimbusDB Control
13049,48005,Reserved
13050,48006-48048,Unassigned
13051,48049,3GPP Cell Broadcast Service Protocol
13052,48049,Reserved
13053,48050,WeFi Access Network Discovery and Selection Function
13054,48050,Reserved
13055,48051-48127,Unassigned
13056,48128,Image Systems Network Services
13057,48128,Image Systems Network Services
13058,48129,Bloomberg locator
13059,48129,Bloomberg locator
13060,48130-48555,Unassigned
13061,48556,com-bardac-dw
13062,48556,com-bardac-dw
13063,48557-48618,Unassigned
13064,48619,iqobject
13065,48619,iqobject
13066,48620-48652,Unassigned
13067,48653,Robot Raconteur transport
13068,48653,Robot Raconteur transport
13069,48654-48999,Unassigned
13070,49000,Matahari Broker
13071,49000,Reserved
13072,49001-49150,Unassigned
13073,49151,IANA Reserved
13074,,ARGUS Protocol
13075,,Address Resolution Protocol
13076,,BBN RCC Monitoring
13077,,Bootstrap Protocol
13078,,Backroom SATNET Monitoring
13079,,CFTP
13080,,CHAOS Protocol
13081,,DCNET Time Server Protocol
13082,,Common Mgmnt Info Ser and Prot over TCP/IP
13083,,Authentication Scheme
13084,,DCN Measurement Subsystems Protocol
13085,,Dissimilar Gateway Protocol
13086,,Digest Message Format for Mail
13087,,Exterior Gateway Protocol
13088,,Encoding Header Field for Mail
13089,,Emission Control Protocol
13090,,Fujitsu Config Protocol
13091,,Gateway Gateway Protocol
13092,,Host Monitoring Protocol
13093,,Host2 Name Server
13094,,Internet Control Message Protocol
13095,,Internet Group Management Protocol
13096,,Interior Gateway Protocol
13097,,Interim Mail Access Protocol version 2
13098,,Internet Protocol
13099,,Internet Packet Core Utility
13100,,Internet Pluribus Packet Core
13101,,Internet Protocol on ARCNET
13102,,Internet Protocol on ARPANET
13103,,Compressing TCP/IP Headers
13104,,Internet Protocol on DC Networks
13105,,Distance Vector Multicast Routing Protocol
13106,,Internet Protocol on Ethernet Networks
13107,,Internet Protocol on Exp. Ethernet Nets
13108,,Transmission of IP over FDDI
13109,,Internet Protocol on Hyperchannnel
13110,,Internet Protocol on IEEE 802
13111,,Transmission of 802.2 over IPX Networks
13112,,IP MTU Discovery Options
13113,,Internet Protocol over NetBIOS Networks
13114,,Transmission of IP over Serial Lines
13115,,Internet Protocol on Wideband Network
13116,,Internet Protocol on X.25 Networks
13117,,Internet Reliable Transaction Protocol
13118,,ISO Transport Protocol Class 4
13119,,Locus Address Resoultion Protocol
13120,,Leaf-1 Protocol
13121,,Leaf-2 Protocol
13122,,Location Service
13123,,Format of Electronic Mail Messages
13124,,MERIT Internodal Protocol
13125,,Management Information Base
13126,,MIH Command Services
13127,,MIH Event Services
13128,,MIH Information Services
13129,,MFE Network Services Protocol
13130,,MIT Subnet Support
13131,,Multiplexing Protocol
13132,,Bulk Data Transfer Protocol
13133,,Network Standard Text Editor
13134,,Remote Job Service
13135,,A File Access Protocol
13136,,Network Voice Protocol
13137,,Open Shortest Path First Interior GW Protocol
13138,,Pcmail Transport Protocol
13139,,Point-to-Point Protocol
13140,,Packet Radio Measurement
13141,,PUP Protocol
13142,,Quote of the Day Protocol
13143,,A Reverse Address Resolution Protocol
13144,,Reliable Asynchronous Transfer Protocol
13145,,Reliable Data Protocol
13146,,Routing Information Protocol
13147,,Remote Virtual Disk Protocol
13148,,Satnet and Backroom EXPAK
13149,,SATNET Monitoring
13150,,Structure of Management Information
13151,,Stream Protocol
13152,,SUN Remote Procedure Call
13153,,Transmission Control Protocol
13154,,TCP Alternate Checksum Option
13155,,Thinwire Protocol
13156,,ISO Transport Service on top of the TCP
13157,,Trunk-1 Protocol
13158,,Trunk-2 Protocol
13159,,University College London Protocol
13160,,User Datagram Protocol
13161,,Active Users Protocol
13162,,VIA Systems-File Transfer Protocol
13163,,VISA Protocol
13164,,Versatile Message Transaction Protocol
13165,,Wideband EXPAK
13166,,Wideband Monitoring
13167,,Cross Net Debugger
13168,,Xerox NS IDP
13169,,1Password Password Manager data sharing and synchronization protocol
13170,,Altos Design Synchronization protocol
13171,,Applied Biosystems Universal Instrument Framework
13172,,FTK2 Database Discovery Service
13173,,FTK2 Backend Processing Agent Service
13174,,Strix Systems 5S/AccessOne protocol
13175,,MYOB AccountEdge
13176,,Adobe Acrobat
13177,,Access Control Device
13178,,Access Control Device
13179,,Access Control Gateway
13180,,Access Control Gateway
13181,,ActionItems
13182,,Active Storage Proprietary Device Management Protocol
13183,,Encrypted transport of Active Storage Proprietary Device Management Protocol
13184,,Address-O-Matic
13185,,Address Book Server used for contacts and calendar synchronisation
13186,,"difusi Cloud based plug & play network
      synchronization protocol, content pool database discovery, and
      cloudOS SAaS discovery protocol."
13187,,Adobe Shadow Server
13188,,Adobe Version Cue
13189,,Automatic Disk Discovery
13190,,ADPRO Security Device Setup
13191,,Apple Application Engineering Services
13192,,Aeroflex instrumentation and software
13193,,Aerohive Proxy Configuration Service
13194,,Airdrop
13195,,Protocol for streaming of audio/video content
13196,,Protocol for streaming of audio/video content
13197,,AirPort Base Station
13198,,Coda AirPreview
13199,,AirProjector
13200,,Air Sharing
13201,,Air Sharing Pro
13202,,Alazar Technologies ATN Communication Protocol
13203,,Aloe Gateway Protocol
13204,,Aloe Pairing Protocol
13205,,Ambarella Cameras
13206,,"P2PTapWar Sample Application from ""iPhone SDK Development"" Book"
13207,,Proprietary protocol for Accu-Med HTM
13208,,Animo License Manager
13209,,Animo Batch Server
13210,,Anquet map synchronization between desktop and handheld devices
13211,,ANT Galio web services
13212,,remote control of Linux PCs from Android and J2ME
13213,,Appelezvous
13214,,Apple Audio Units
13215,,Apple Mobile Device Protocol
13216,,Apple MIDI
13217,,Apple Remote Debug Services (OpenGL Profiler)
13218,,Apple TV
13219,,Apple TV discovery of iTunes
13220,,Apple TV Pairing
13221,,AquaMon
13222,,Arcturus Networks Inc. Hardware Services
13223,,Active Registry Network for distribution of values and streams
13224,,AroundSound's information sharing protocol
13225,,protocol for an event-based architecture for distributed control of mobile robots
13226,,Asterisk Caller-ID Notification Service
13227,,Astralite
13228,,address-o-sync
13229,,"Atlassian Application (JIRA, Confluence, Fisheye, Crucible, Crowd, Bamboo) discovery service"
13230,,Attero Tech Audio Device
13231,,Attero Tech Audio Device
13232,,Audirvana Remote Access Protocol
13233,,Access Point for AutoTargets system
13234,,Allen Vanguard Hardware Service
13235,,Libravatar federated avatar hosting service.
13236,,Libravatar federated avatar hosting service.
13237,,Axis Video Cameras
13238,,3M Unitek Digital Orthodontic System
13239,,BabyPhone
13240,,Peer to peer file sharing for a media player application
13241,,Buddycloud Server Delegation
13242,,BibDesk Sharing
13243,,Beacon Remote Service
13244,,Beamer Data Sharing Protocol
13245,,BeatPack Synchronization Server for BeatMaker
13246,,Beats Direct allows for the discovery and control of devices
13247,,Xgrid Technology Preview
13248,,Bender Communication Protocol
13249,,BuildForge Agent
13250,,Big Bang Chess
13251,,Big Bang Mancala
13252,,Data transfer service
13253,,BitTorrent Zeroconf Peer Discovery Protocol
13254,,Little Black Book Information Exchange Protocol
13255,,BlueVertise Network Protocol (BNP)
13256,,board plus application transfer protocol
13257,,Booked communication protocol - Sharing And Sync Service
13258,,Bookworm Client Discovery
13259,,Proprietary
13260,,Bag Of Unusual Strategy Games
13261,,Bout Fitness Synchronization Service
13262,,Bout Fitness Synchronization Service
13263,,Boxray Devices Host Server
13264,,bq Cromo protocol
13265,,bq Cromo protocol
13266,,Breas
13267,,Breas
13268,,RFID Reader Basic Reader Interface
13269,,JSON RPC Bridge Protocol
13270,,Backup Simplicity
13271,,Beats Transfer Protocol allows for the discovery and control of devices
13272,,buddycloud API
13273,,Calendaring Extensions to WebDAV (CalDAV) - non-TLS
13274,,Calendaring Extensions to WebDAV (CalDAV) - over TLS
13275,,CalTalk
13276,,Canon HTTP Management Protocol
13277,,vCard Extensions to WebDAV (CardDAV) - non-TLS
13278,,vCard Extensions to WebDAV (CardDAV) - over TLS
13279,,Card Send Protocol
13280,,Carousel Player Protocol
13281,,IP and Closed-Circuit Television for Securitiy applications
13282,,Server for S/MIME and PGP certificates
13283,,The Cheat
13284,,Project Gridlock
13285,,Fluid Theme Server
13286,,The CHILI Radiology System
13287,,Ciao Arduino Protocol
13288,,Discovery of JDF (CIP4 Job Definition Format) enabled devices
13289,,Clipboard Sharing
13290,,Clique Link-Local Multicast Chat Room
13291,,Oracle CLS Cluster Topology Service
13292,,Published Collection Object
13293,,A client-server chat for LAN or Internet with video chat support
13294,,ElectraStar media centre control protocol
13295,,Now Contact
13296,,Coolatoola Network Audio
13297,,Corroboree Server
13298,,NoteBook 2
13299,,Canfield Scientific Inc - Mirror Mobile Web Services
13300,,CodeWarrior HTI Xscale PowerTAP
13301,,CodeWarrior HTI DPI PowerTAP
13302,,CodeWarrior HTI OnCE PowerTAP
13303,,CodeWarrior HTI COP PowerTAP
13304,,CyTV - Network streaming for Elgato EyeTV
13305,,Digital Audio Control Protocol (iTunes)
13306,,Dance partner application for iPhone
13307,,Timer LAN service
13308,,Open Source DataTurbine Streaming Data Middleware
13309,,d&b audiotechnik remote network
13310,,d&b audiotechnik remote network
13311,,ping/traceroute using DCCP
13312,,Spotlight on Oracle Diagnostic Server
13313,,Spotlight on Oracle Diagnostic Server
13314,,Spotlight on SQL Server Diagnostic Server HTTP
13315,,Spotlight SSMS Plugin Diagnostic Server
13316,,Device Info
13317,,DEVONthink synchronization protocol
13318,,Use of a dictation service by a hand-held device
13319,,EyeHome
13320,,DisConnect Peer to Peer Game Protocol
13321,,Distributed OpenCL discovery protocol
13322,,Ditrios SOA Framework Protocol
13323,,Dive Log Data Sharing and Synchronization Protocol
13324,,Delphix Session Protocol
13325,,Local Area Dynamic Time Synchronisation Protocol
13326,,DNS Service Discovery
13327,,DNS Dynamic Update Service
13328,,Roar (Death of Productivity)
13329,,DropCopy
13330,,Datacolor SpyderGallery Desktop Sync Protocol
13331,,Data Synchronization Protocol for Discovery Software products
13332,,Desktop Transporter Remote Desktop Protocol
13333,,A communication protocol that allows a school teacher to set work activities to students over a LAN.
13334,,Documents To Go Desktop Sync Protocol
13335,,Protocol for EA Downtown Texas Hold 'em
13336,,Earphoria
13337,,Sync service for the Easy Spend Log app
13338,,Amuzi peer-to-peer session synchronization protocol
13339,,Easy Books App data sync helper for Mac OS X and iOS
